"PPN","title","subtitle","name 1 display","name 1 family","name 1 given","name 1 role","publication place","publication date","publisher","language","name 2 given","name 2 part","name 2 family","name 2 role","name 3 display","name 3 role","number of pages","classification of the Zentrales Verzeichnis Digitalisierter Drucker","DDC classification","MARC genre terms","PPN of physical work","licence","access condition","PURL","file","groundtruth","classification"
"PPN1845720997","Gulliver's Reisen im fremde Welttheile","Nach Jonathan Swift für die reifere Jugend bearbeitet von Eduard Wagner ; Mit 6 Bildern in Farbendruck nach Original-Aquarellen von Heinrich Leutemann","Swift, Jonathan","Swift","Jonathan","aut","Leipzig","1880","Alfred Oehmigke's Verlag <Moritz Geißler>","ger","Eduard",,"Wagner","ctb",,"ill","323","Kinder- und Jugendbücher","398.21","Jugendbuch","PPN404285473","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B9200000000","data/PPN1845720997/00000097_0.jpg","-0","Abbildung"
"PPN1845720997","Gulliver's Reisen im fremde Welttheile","Nach Jonathan Swift für die reifere Jugend bearbeitet von Eduard Wagner ; Mit 6 Bildern in Farbendruck nach Original-Aquarellen von Heinrich Leutemann","Swift, Jonathan","Swift","Jonathan","aut","Leipzig","1880","Alfred Oehmigke's Verlag <Moritz Geißler>","ger","Eduard",,"Wagner","ctb",,"ill","323","Kinder- und Jugendbücher","398.21","Jugendbuch","PPN404285473","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B9200000000","data/PPN1845720997/00000169_0.jpg","-0","Abbildung"
"PPN1845720997","Gulliver's Reisen im fremde Welttheile","Nach Jonathan Swift für die reifere Jugend bearbeitet von Eduard Wagner ; Mit 6 Bildern in Farbendruck nach Original-Aquarellen von Heinrich Leutemann","Swift, Jonathan","Swift","Jonathan","aut","Leipzig","1880","Alfred Oehmigke's Verlag <Moritz Geißler>","ger","Eduard",,"Wagner","ctb",,"ill","323","Kinder- und Jugendbücher","398.21","Jugendbuch","PPN404285473","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B9200000000","data/PPN1845720997/00000002_0.jpg","Exlibris","Exlibris"
"PPN1845720997","Gulliver's Reisen im fremde Welttheile","Nach Jonathan Swift für die reifere Jugend bearbeitet von Eduard Wagner ; Mit 6 Bildern in Farbendruck nach Original-Aquarellen von Heinrich Leutemann","Swift, Jonathan","Swift","Jonathan","aut","Leipzig","1880","Alfred Oehmigke's Verlag <Moritz Geißler>","ger","Eduard",,"Wagner","ctb",,"ill","323","Kinder- und Jugendbücher","398.21","Jugendbuch","PPN404285473","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B9200000000","data/PPN1845720997/00000006_0.jpg","-0","Abbildung"
"PPN1845720997","Gulliver's Reisen im fremde Welttheile","Nach Jonathan Swift für die reifere Jugend bearbeitet von Eduard Wagner ; Mit 6 Bildern in Farbendruck nach Original-Aquarellen von Heinrich Leutemann","Swift, Jonathan","Swift","Jonathan","aut","Leipzig","1880","Alfred Oehmigke's Verlag <Moritz Geißler>","ger","Eduard",,"Wagner","ctb",,"ill","323","Kinder- und Jugendbücher","398.21","Jugendbuch","PPN404285473","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B9200000000","data/PPN1845720997/00000199_0.jpg","-0","Abbildung"
"PPN1845720997","Gulliver's Reisen im fremde Welttheile","Nach Jonathan Swift für die reifere Jugend bearbeitet von Eduard Wagner ; Mit 6 Bildern in Farbendruck nach Original-Aquarellen von Heinrich Leutemann","Swift, Jonathan","Swift","Jonathan","aut","Leipzig","1880","Alfred Oehmigke's Verlag <Moritz Geißler>","ger","Eduard",,"Wagner","ctb",,"ill","323","Kinder- und Jugendbücher","398.21","Jugendbuch","PPN404285473","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B9200000000","data/PPN1845720997/00000139_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000001_0.jpg","Ornament","Ornament"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000197_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000027_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000089_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000159_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000179_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000119_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000057_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000163_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000099_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000242_0.jpg","Ornament","Ornament"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000006_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000075_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000167_0.jpg","-0","Abbildung"
"PPN1806846055","C. F. Gellert's sämmtliche Fabeln und Erzählungen in drey Büchern",,"Gellert, Christian Fürchtegott","Gellert","Christian Fürchtegott","aut","Leipzig","1836","in der Hahn'schen Verlags-Buchhandlung","ger","Johann Heinrich",,"Ramberg","ill",,"ill","243","Kinder- und Jugendbücher","831.6","Jugendbuch","PPN134787854","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032F7C00000000","data/PPN1806846055/00000023_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000197_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000289_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000329_1.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000083_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000317_1.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000333_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000159_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000029_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000295_1.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000225_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000079_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000287_1.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000133_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000255_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000185_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000163_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000095_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000254_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000299_1.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000037_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000332_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000303_1.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000127_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000078_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000285_0.jpg","-0","Abbildung"
"PPN1853356883","Onkel Tom's Hütte, oder Negerleben in den Sklavenstaaten von Nordamerika","wortgetreu nach dem amerikanischen Original-Werke der Verfasserin ; vollständigste Ausgabe in 1 Bande, verziert mit in den Text gedruckten auf die Geschichte bezüglichen Abbildungen","Stowe, Harriet Beecher","Stowe","Harriet Beecher","aut","Dresden","1855","Verlag von Hermann Schmidt","ger",,,,"fnd",,,"343","Kinder- und Jugendbücher","813.3","Jugendbuch","PPN547702922","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034F5C00000000","data/PPN1853356883/00000327_1.jpg","-0","Abbildung"
